,Parameter,+10%,-10%
P0_A,P0_A,2.409638554216892,0.07087172218290545
tau_A,tau_A,2.3742026931254196,0.4961020552800159
gA,gA,2.2678951098511617,-0.24805102763994755
tau_C,tau_C,2.197023387668337,0.2834868887314204
lMtoA,lMtoA,0.9922041105599111,0.24805102764002812
a,a,0.6378454996456254,0.6378454996456254
nC,nC,0.35435861091428555,0.3189227498228127
nAtoZ,nAtoZ,0.2834868887314607,0.2834868887314204
A0Z,A0Z,0.2834868887314607,0.2834868887314204
Z0A,Z0A,0.2834868887314204,0.2834868887314607
nZtoA,nZtoA,0.2834868887314204,0.2834868887314204
lAtoZ,lAtoZ,0.2834868887313801,0.2834868887314204
lZtoA,lZtoA,0.24805102764002812,0.2834868887314607
gammaPH,gammaPH,0.17717930545716293,0.17717930545716293
gZ,gZ,0.14174344436573036,-0.03543586109143259
gammaPU,gammaPU,0.14174344436569006,0.14174344436573036
u0200,u0200,0.14174344436569006,0.0
lSZ,lSZ,0.07087172218282489,-0.03543586109143259
gammau200,gammau200,0.03543586109147287,4.028590989426508e-14
nA,nA,0.03543586109143259,0.3189227498228127
kP,kP,0.03543586109143259,0.0
S0Z,S0Z,4.028590989426508e-14,0.0
Z0u200,Z0u200,4.028590989426508e-14,0.0
km,km,4.028590989426508e-14,-0.0354358610913923
lAtoC,lAtoC,0.0,0.2834868887314204
H,H,-0.035435861091352015,0.0
b,b,-0.0354358610913923,0.7087172218285309
S0u200,S0u200,-0.0354358610913923,0.0
gu200,gu200,-0.0354358610913923,-0.0354358610913923
nSu200,nSu200,-0.0354358610913923,-0.03543586109143259
nSZ,nSZ,-0.0354358610913923,-0.03543586109143259
nZZ,nZZ,-0.0354358610913923,-0.03543586109143259
lZZ,lZZ,-0.0354358610913923,-0.03543586109143259
gammaZ,gammaZ,-0.03543586109143259,0.0
Z0Z,Z0Z,-0.03543586109143259,0.0
nZu200,nZu200,-0.03543586109143259,-0.03543586109143259
nu200,nu200,-0.03543586109143259,-0.03543586109143259
lZu200,lZu200,-0.03543586109143259,-0.03543586109143259
lSu200,lSu200,-0.03543586109143259,-0.03543586109143259
gP,gP,-0.28348688873133987,-0.24805102763998782
gammaPM,gammaPM,-0.31892274982277247,0.17717930545716293
gammaC,gammaC,-0.3189227498228127,0.10630758327429776
gH,gH,-1.488306165839806,0.07087172218286518
gC,gC,-1.6300496102054962,-0.10630758327425746
A0,A0,-2.0552799433026068,0.3543586109142453
gammaA,gammaA,-4.3231750531537685,0.6378454996456657
