,Parameter,+10%,-10%
gA,gA,9.139359555093653,-0.1516935051321017
gC,gC,8.640550162878927,-0.5908416241628378
gH,gH,7.866588379494625,-1.6174634110105823
P0_A,P0_A,6.285693925758484,-1.670911272593802
nA,nA,3.8127731832145475,-0.6054714109793478
tau_A,tau_A,2.507150839212743,0.1030767065342439
tau_C,tau_C,2.244506926912236,-0.1697638676660849
gammaZ,gammaZ,2.0135831202453467,0.40672529670716295
Z0Z,Z0Z,1.9812068967432348,0.062000552081121235
gu200,gu200,1.9779915786223616,-0.13659446510827275
S0u200,S0u200,1.9709459978437027,0.20996735353548224
S0Z,S0Z,1.896273294086327,0.11251972955733572
nZZ,nZZ,1.6302821079589846,0.09672085491927532
nC,nC,1.4396712775663523,-0.8520616322265075
km,km,1.039571319154827,0.06060743768590168
a,a,0.6590062108667449,-0.3929543614146852
A0,A0,0.569614206856028,-1.9105974810703714
lSu200,lSu200,0.3783935877437134,0.07497938967391561
gammaPU,gammaPU,0.32513658061179945,-0.7185173487437752
Z0u200,Z0u200,0.16383435310767044,0.10611527903368172
lZu200,lZu200,0.09910648988091496,0.09647866301281323
nZu200,nZu200,0.07096535293090143,-0.0039935387051221434
lZtoA,lZtoA,0.06425962120952917,-1.8077612055644725
nu200,nu200,-0.0039935387051221434,-0.0039935387051221434
gammau200,gammau200,-0.016008080817652166,0.5650242197417891
nSZ,nSZ,-0.20864478049513147,0.07067213068015492
u0200,u0200,-0.3146871451060919,0.12588230422271712
nSu200,nSu200,-0.3244609992310421,0.0404753506170289
kP,kP,-0.5209719403833629,0.14576444851473574
gammaPH,gammaPH,-0.6201319456262777,-0.6201319456262777
gammaPM,gammaPM,-0.8915332628899375,-0.6201319456262777
lZZ,lZZ,-1.30012593476842,0.3940713008398547
nAtoZ,nAtoZ,-1.449130095136341,-1.6222865274925287
lSZ,lSZ,-1.4806039966866886,0.22802365988990103
Z0A,Z0A,-1.6134423925352543,-1.8276530712858583
nZtoA,nZtoA,-1.625234676394161,-1.6099092221198874
lAtoZ,lAtoZ,-1.7373627308745123,-1.611143173092752
lAtoC,lAtoC,-1.9660267191163348,-1.6113101155401761
gZ,gZ,-2.1086302141719484,0.004418623737483606
A0Z,A0Z,-2.9485203131141158,-1.7050709073059893
lMtoA,lMtoA,-4.71668887909802,-1.6428341146165772
H,H,-5.072403761656547,0.7342813857865618
gP,gP,-5.084372374267651,0.4073052147146896
gammaA,gammaA,-5.183967172784033,-0.293770117708218
b,b,-8.276891477187283,0.37473934280055976
gammaC,gammaC,-12.403591957150143,-0.6449453179575737
